Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Shopper_Length,Age,Spent,Living_With,Children_Count,Family_Size,Is_Parent
Higher_Education,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,412,62,293,Alone,2,3,1
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,21,59,65,Partner,1,3,1
Graduate,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,657,71,1804,Alone,1,2,1
Graduate,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,455,69,241,Partner,1,3,1
Graduate,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,103,71,1101,Partner,0,2,0
Higher_Education,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,632,57,264,Partner,2,4,1
Higher_Education,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,524,51,541,Partner,2,4,1
Graduate,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,421,40,1198,Partner,0,2,0
Graduate,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,89,48,482,Partner,1,3,1
Undergraduate,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,47,17,Alone,3,4,1
Higher_Education,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,226,77,1615,Partner,0,2,0
Higher_Education,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,302,71,285,Alone,1,2,1
Graduate,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,592,45,1135,Partner,1,3,1
Undergraduate,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,79,37,114,Partner,1,3,1
Graduate,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,227,56,1047,Partner,0,2,0
Higher_Education,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,76,55,714,Partner,2,4,1
Higher_Education,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,540,45,185,Partner,1,3,1
Graduate,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,659,63,1245,Alone,1,2,1
Graduate,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,460,47,189,Partner,1,3,1
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,49,576,Partner,1,3,1
Graduate,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,567,73,1103,Alone,1,2,1
Higher_Education,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,690,53,1753,Partner,0,2,0
Higher_Education,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,133,39,17,Partner,1,3,1
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,59,433,Alone,2,3,1
Undergraduate,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,540,63,1588,Alone,1,2,1
Graduate,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,410,54,22,Partner,1,3,1
Graduate,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,74,19,Alone,0,1,0
Higher_Education,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,463,60,1117,Partner,1,3,1
Undergraduate,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,202,50,69,Partner,1,3,1
Higher_Education,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,207,43,23,Partner,1,3,1
Higher_Education,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,268,67,605,Alone,1,2,1
Graduate,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,185,52,57,Alone,1,2,1
Undergraduate,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,43,132,22,Alone,1,2,1
Graduate,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,244,57,2088,Alone,0,1,0
Graduate,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,553,67,1009,Partner,1,3,1
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,54,26,Alone,1,2,1
Graduate,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,213,35,1627,Partner,0,2,0
Graduate,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,681,67,1102,Partner,1,3,1
Higher_Education,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,24,61,17,Partner,2,4,1
Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,53,1690,Partner,1,3,1
Graduate,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,536,72,1390,Partner,1,3,1
Higher_Education,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,37,2126,Partner,0,2,0
Higher_Education,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,608,56,1531,Partner,1,3,1
Higher_Education,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,286,50,64,Alone,1,2,1
Graduate,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,245,40,26,Alone,1,2,1
Graduate,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,450,51,1112,Alone,0,1,0
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,645,67,210,Partner,0,2,0
Graduate,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,669,58,1148,Partner,2,4,1
Higher_Education,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,624,51,33,Alone,1,2,1
Higher_Education,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,621,64,1101,Partner,1,3,1
Graduate,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,615,61,322,Alone,1,2,1
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,61,44,Alone,2,3,1
Higher_Education,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,203,68,17,Alone,3,4,1
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,46,31,Alone,1,2,1
Higher_Education,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,403,57,845,Alone,2,3,1
Higher_Education,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,12,55,275,Partner,1,3,1
Higher_Education,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,583,47,25,Partner,1,3,1
Higher_Education,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,511,73,275,Partner,2,4,1
Higher_Education,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,472,59,90,Partner,2,4,1
Graduate,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,3,62,1495,Partner,0,2,0
Higher_Education,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,622,55,184,Partner,2,4,1
Graduate,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,375,55,981,Partner,0,2,0
Graduate,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,268,55,67,Partner,1,3,1
Graduate,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,645,72,1635,Alone,0,1,0
Higher_Education,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,101,42,60,Alone,1,2,1
Higher_Education,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,145,50,231,Partner,1,3,1
Graduate,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,84,65,48,Partner,2,4,1
Graduate,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,508,62,99,Alone,2,3,1
Higher_Education,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,286,62,770,Partner,1,3,1
Graduate,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,528,69,957,Alone,0,1,0
Higher_Education,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,60,44,818,Partner,0,2,0
Higher_Education,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,453,39,925,Alone,0,1,0
Higher_Education,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,57,908,Alone,1,2,1
Undergraduate,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,503,44,102,Partner,1,3,1
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,49,576,Partner,1,3,1
Graduate,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,667,79,317,Partner,0,2,0
Higher_Education,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,120,51,461,Partner,1,3,1
Higher_Education,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,73,50,37,Partner,2,4,1
Graduate,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,352,51,70,Partner,1,3,1
Graduate,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,516,73,930,Partner,0,2,0
Higher_Education,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,537,69,859,Partner,2,4,1
Graduate,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,59,1478,Alone,0,1,0
Higher_Education,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,381,76,390,Alone,0,1,0
Undergraduate,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,360,41,52,Partner,0,2,0
Graduate,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,184,56,137,Partner,1,3,1
Graduate,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,606,45,1919,Partner,0,2,0
Graduate,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,165,54,68,Partner,2,4,1
Graduate,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,474,60,25,Partner,2,4,1
Higher_Education,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,675,73,1374,Partner,1,3,1
Undergraduate,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,479,37,32,Alone,1,2,1
Higher_Education,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,532,39,100,Partner,1,3,1
Graduate,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,533,43,825,Alone,0,1,0
Higher_Education,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,104,60,916,Alone,1,2,1
Graduate,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,74,67,62,Alone,2,3,1
Undergraduate,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,260,69,728,Partner,1,3,1
Higher_Education,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,120,47,90,Partner,1,3,1
Graduate,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,77,37,273,Alone,1,2,1
Graduate,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,184,41,66,Partner,1,3,1
Higher_Education,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,458,64,1213,Partner,0,2,0
Graduate,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,649,59,107,Alone,0,1,0
Graduate,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,116,78,1157,Alone,0,1,0
Higher_Education,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,292,61,546,Partner,1,3,1
Higher_Education,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,428,33,241,Partner,0,2,0
Graduate,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,162,49,53,Alone,1,2,1
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,244,58,37,Partner,3,5,1
Higher_Education,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,508,49,1508,Alone,0,1,0
Graduate,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,194,59,235,Partner,2,4,1
Higher_Education,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,110,69,32,Partner,2,4,1
Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,335,53,102,Partner,2,4,1
Graduate,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,684,40,401,Alone,1,2,1
Graduate,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,348,74,28,Partner,2,4,1
Graduate,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,528,54,680,Partner,1,3,1
Graduate,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,363,51,30,Partner,1,3,1
Higher_Education,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,140,60,20,Alone,2,3,1
Higher_Education,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,507,64,1307,Alone,1,2,1
Graduate,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,534,72,630,Alone,1,2,1
Graduate,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,359,68,1283,Partner,0,2,0
Higher_Education,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,362,49,65,Alone,1,2,1
Graduate,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,234,41,37,Partner,1,3,1
Higher_Education,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,416,75,38,Partner,3,5,1
Higher_Education,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,501,39,160,Alone,1,2,1
Graduate,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,439,42,23,Alone,1,2,1
Higher_Education,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,291,36,71,Alone,0,1,0
Higher_Education,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,452,69,1161,Partner,1,3,1
Higher_Education,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,535,54,59,Partner,1,3,1
Graduate,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,364,42,33,Partner,1,3,1
Graduate,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,655,65,946,Alone,2,3,1
Graduate,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,570,57,1442,Alone,0,1,0
Graduate,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,594,53,62,Partner,1,3,1
Graduate,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,483,60,1674,Partner,0,2,0
Higher_Education,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,276,126,1853,Partner,0,2,0
Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,688,37,1538,Alone,0,1,0
Graduate,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,204,39,139,Alone,0,1,0
Higher_Education,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,583,56,1182,Partner,1,3,1
Higher_Education,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,75,507,Partner,1,3,1
Undergraduate,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,318,52,18,Partner,1,3,1
Graduate,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,231,73,940,Alone,0,1,0
Graduate,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,371,60,42,Partner,2,4,1
Graduate,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,13,55,1190,Alone,0,1,0
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,54,44,Alone,2,3,1
Higher_Education,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,177,49,16,Partner,1,3,1
Graduate,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,194,68,835,Partner,1,3,1
Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,535,39,1443,Partner,1,3,1
Higher_Education,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,244,59,1029,Alone,0,1,0
Graduate,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,610,51,1188,Partner,0,2,0
Higher_Education,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,554,49,1277,Alone,1,2,1
Graduate,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,212,47,49,Alone,2,3,1
Graduate,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,414,70,99,Partner,1,3,1
Higher_Education,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,564,56,1670,Partner,0,2,0
Higher_Education,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,313,82,900,Partner,0,2,0
Higher_Education,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,264,77,425,Partner,2,4,1
Graduate,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,639,68,2153,Partner,0,2,0
Higher_Education,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,99,56,636,Alone,1,2,1
Graduate,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,125,47,57,Partner,2,4,1
Higher_Education,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,583,47,25,Partner,1,3,1
Graduate,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,548,58,494,Partner,2,4,1
Graduate,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,677,56,693,Alone,1,2,1
Graduate,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,408,65,1348,Partner,0,2,0
Graduate,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,470,49,51,Alone,1,2,1
Graduate,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,589,63,1932,Partner,0,2,0
Higher_Education,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,575,50,990,Alone,1,2,1
Undergraduate,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,68,41,30,Partner,1,3,1
Graduate,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,609,50,254,Partner,2,4,1
Higher_Education,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,304,55,29,Alone,1,2,1
Graduate,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,595,59,1371,Alone,1,2,1
Higher_Education,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,372,53,73,Alone,2,3,1
Higher_Education,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,680,50,120,Alone,2,3,1
Graduate,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,468,55,81,Alone,0,1,0
Graduate,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,546,36,37,Alone,1,2,1
Higher_Education,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,270,64,1377,Partner,1,3,1
Graduate,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,380,56,51,Alone,1,2,1
Higher_Education,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,537,56,17,Partner,2,4,1
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,227,40,22,Partner,1,3,1
Graduate,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,564,71,324,Alone,0,1,0
Undergraduate,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,676,52,211,Partner,3,5,1
Higher_Education,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,91,44,19,Alone,1,2,1
Graduate,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,410,54,41,Alone,1,2,1
Higher_Education,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,256,57,492,Partner,1,3,1
Graduate,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,632,65,1005,Partner,1,3,1
Graduate,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,668,76,114,Partner,1,3,1
Higher_Education,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,417,57,1173,Alone,2,3,1
Graduate,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,177,46,1738,Partner,0,2,0
Higher_Education,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,202,46,222,Partner,1,3,1
Graduate,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,56,32,1127,Alone,0,1,0
Higher_Education,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,79,209,Partner,0,2,0
Higher_Education,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,124,57,787,Partner,1,3,1
Higher_Education,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,266,34,1598,Partner,0,2,0
Graduate,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,652,54,186,Partner,2,4,1
Graduate,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,667,41,47,Partner,1,3,1
Graduate,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,552,38,27,Alone,1,2,1
Undergraduate,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,597,45,96,Partner,1,3,1
Undergraduate,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,463,69,64,Alone,2,3,1
Graduate,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,640,60,1040,Partner,0,2,0
Graduate,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,318,51,163,Alone,2,3,1
Graduate,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,475,65,343,Partner,0,2,0
Higher_Education,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,250,70,446,Alone,3,4,1
Graduate,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,20,60,41,Partner,2,4,1
Higher_Education,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,668,53,70,Alone,1,2,1
Higher_Education,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,30,54,272,Alone,2,3,1
